Food,Associativity,Region,Type,Category,Allergy,Serving,Total Weight (gms),Energy(kcal),Proteins,Carbohydrates,Fats,Fiber,Carbon Footprint(kg CO2e),Ingredients,stress_relief,mood_boost,anxiety_reduction,sleep_improvement,cognitive_function
Chicken gravy (low-fat),2,"North,East,West,South",Dry Curry,Non-veg,no-allergies,1 cup,570,676,56.0,19.0,40.0,7.0,1.561,Chicken-150 gms;Onion-160 gms; Tomato-120 gms; Olive oil-15 gms; Cumin seeds-15 gms; Ginger powder-15 gms; Garlic powder-15 gms; Turmeric powder-15 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Red chilli Powder-15 gms; Common salt-15 gms; Coriander leaves-15 gms,0.28018628462620065,0.07449530185576697,0.21442015745692217,0.055359055673009167,0.34969023116565157
Tomato Basil Soup,0,Continental,Appetizer,Veg,no-allergies,2 medium bowl,440,112,2.0,10.0,8.0,3.0,0.418,Olive oil-15 gms;Onion-160 gms;Garlic-15 gms; Tomato-120 gms; Basil-100 gms; Common salt-15 gms; Black pepper-15 gms,0.2881765115977916,0.00828646934460888,0.19562544563279857,0.008205191449377496,0.29701857578025354
"Saute zucchini, asparagus, and bell peppers",0,Continental,Appetizer,Veg,no-allergies,2 medium bowl,1205,130,2.0,5.0,11.0,4.0,0.874,Zucchini-680 gms; Asparagus-150 gms; Capsicum-300 gms; Olive oil-15 gms; Garlic Powder-15 gms; Common salt-15 gms; Black pepper-15 gms;Parsley-15 gms,0.2846058011707454,0.008706365985435753,0.19294979203802734,0.008302090674183698,0.29847601113531147
Style Roasted Makhana,11,"North,East,West",Snacks,Veg,no-allergies,1 medium katori,780,219,5.0,25.0,13.0,3.0,1.029,Makhana-750 gms; Olive oil-15 gms; Common salt-15 gms,0.2776990641853368,0.0144661733615222,0.19154523172905527,0.01426297862344374,0.2922642157147021
Kalimirch Chicken,2,"North,East,West,South",Dry Curry,Non-veg,no-allergies,1 medium katori,670,1826,109.0,26.0,119.0,8.0,1.9705,Chicken-150 gms;Onion-125 gms; Tomato-120 gms; Chillies-15 gms; Cumin seeds-15 gms; Black pepper-150 gms; Turmeric powder-15 gms; Coriander Powder-5 gms; Garam Masala-15 gms; Common salt-15 gms; Yogurt-15 gms; Coriander leaves-15 gms; Olive oil-15 gms,0.16734934509934507,0.1350589617101245,0.1577979797979798,0.09710218463706835,0.37348151848151845
Low Fat Besan Cheela,1,"North,West","Lunch,Dinner,Breakfast",Veg,no-allergies,4 medium,682,139,7.0,19.0,3.0,4.0,0.7147,Besan-350 gms;Onion-160 gms; Tomato-90 gms; Turmeric powder-15 gms; Red chilli Powder-15 gms; Common salt-7 gms; Olive oil-15 gms; Chillies-15 gms; Ginger-15 gms,0.29905438460844036,0.016874089734554853,0.21016904337492573,0.015556025369978858,0.29432504966845535
Low Fat Dal Cheela,1,"North,East,West","Lunch,Dinner",Veg,no-allergies,1 medium,440,324,12.0,32.0,15.0,7.0,0.525,Moong Dal-150 gms;Onion-125 gms; Tomato-90 gms; Chillies-15 gms; Turmeric powder-15 gms; Red chilli Powder-15 gms; Common salt-15 gms; Olive oil-15 gms,0.2806465899126931,0.029014681700728212,0.2031848633392751,0.026718228799624148,0.29069907703275394
Tinda Vegetable (Low Fat),2,"North,East,West,South",Dry Curry,Veg,no-allergies,2 medium katori,705,116,3.0,9.0,8.0,6.0,0.7295,Tinda-330 gms;Onion-125 gms; Tomato-120 gms; Cumin seeds-15 gms; Turmeric powder-15 gms; Coriander Powder-55 gms; Red chilli Powder-15 gms; Common salt-15 gms; Olive oil-15 gms,0.292766813387094,0.013350246652572234,0.201924688057041,0.012840732910500353,0.29818023996491877
Green Chutney without any Nuts,7,"North,South,East,West,Continental","Appetizer,Snacks",Veg,no-allergies,1 small katori,600,66,4.0,8.0,0.0,7.0,0.34,Coriander leaves-150 gms;Mint leaves-250 gms; Chillies-15 gms; Ginger-15 gms; Onion-125 gms; Cumin seeds-15 gms; Lemon-15 gms; Common salt-15 gms,0.3081815830588421,0.015636246182757812,0.21651641414141415,0.014698496593845433,0.29644018631970437
French Fries,0,Continental,"Snacks,Appetizer",Veg,nightshade ,1 small bowl,530,149,2.0,22.0,5.0,3.0,0.2415,Potato-500 gms; Common salt-15 gms; Olive oil-15 gms,0.2884489410721894,0.010612050739957718,0.20003721033868094,0.011305966643175947,0.28653402296434316
Saute Bell Pepper,0,Continental,"Lunch,Dinner",Veg,nightshade ,1 small bowl,246,320,3.0,12.0,28.0,3.0,0.4311,Capsicum-201 gms; Olive oil-15 gms; Common salt-15 gms; Garlic-15 gms,0.25032095686967715,0.009764975334742777,0.16730459001782533,0.009449260042283298,0.2941096053614577
Chatpate Mushroom,2,"North,East,West",Dry Curry,Veg,mushroom ,1 medium katori,247,146,6.0,12.0,5.0,9.0,0.5565,Mushroom-100 gms; Onion-50 gms; Chillies-15 gms; Cumin seeds-7 gms; Coriander seeds-7 gms; Lemon-7 gms; Sunflower oil-15 gms; Coriander leaves-15 gms; Ginger-4 gms; Coriander Powder-5 gms; Common salt-7 gms; Garam Masala-15 gms;,0.3010777109423338,0.021371035940803383,0.21481751336898397,0.019964411557434815,0.29429913846220784
Mushroom Pepper Masala,2,"North,East,West",Dry Curry,Veg,mushroom ,1 large katori,428,206,8.0,24.0,5.0,12.0,0.7325,Mushroom-100 gms; Onion-120 gms ; Capsicum-120 gms; Garlic-15 gms; Ginger-15 gms; Turmeric powder-7 gms; Chillies-7 gms; Cumin seeds-7 gms; Coriander leaves-15 gms; Sunflower oil-15 gms; Black pepper-7 gms,0.3023451165697477,0.030045102184637067,0.2222076648841355,0.028686398872445385,0.28808773759582335
Potato Mushroom Kebab,6,"North,South,West",Appetizer,Veg,mushroom ,2 number,950,211,6.0,28.0,8.0,6.0,1.9345,Potato-80 gms; Olive oil-15 gms;Onion-160 gms; Coriander Powder-5 gms; Mushroom-450 gms; Garlic powder-15 gms; Ginger-15 gms ; Coriander leaves-15 gms; Red chilli Powder-15 gms; Garam Masala-15 gms; Common salt-15 gms;Bread-150 gms,0.2887888483072669,0.020305144467935167,0.20519741532976826,0.019932111815832747,0.2880424916234465
MUSHROOM SOUP,0,Continental,"Lunch,Dinner",Veg,mushroom ,1 medium bowl,505,379,15.0,27.0,24.0,0.0,1.4465,MUSHROOM-125 gms; Milk-250 gms; Common salt-15 gms; Milk-100 gms; Olive oil-15 gms,0.261517797967769,0.021596194503171247,0.18106951871657753,0.01788583509513742,0.30036179914409405
Mushroom Capsicum Onion Vegetable,2,"North,East,West",Dry Curry,Veg,mushroom ,1 medium bowl,547,158,5.0,13.0,6.0,7.0,0.9995,MUSHROOM-120 gms; Capsicum-150 gms; Tomato-120 gms; Onion-75 gms; Chillies-15 gms; Cumin seeds-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Ginger-4 gms; Garlic-4 gms; Chillies-7 gms; Coriander powder-7 gms,0.29528671048730565,0.017696147521728916,0.20878379382055853,0.016717758985200847,0.29198199197877056
Mushroom Do Pyaza,2,"North,East,West",Dry Curry,Veg,mushroom ,1 small bowl,457,180,7.0,15.0,7.0,5.0,0.9245,MUSHROOM-150 gms; Yoghurt-30 gms; Tomato-120 gms; Onion-75 gms; Chillies-15 gms; Cumin powder-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Ginger-4 gms; Garlic-4 gms; Chillies-7 gms; Coriander seeds-7 gms,0.29249324480856354,0.017487784824994128,0.20602280154486036,0.015911322527601596,0.2934780968660874
Mushroom masala,2,"North,East,West",Dry Curry,Veg,mushroom ,1 small bowl,463,176,6.0,16.0,7.0,3.0,0.9096,MUSHROOM-150 gms; Yoghurt-30 gms; Tomato-120 gms; Onion-75 gms; Chillies-15 gms; Cumin seeds-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Ginger-7 gms; Garlic-7 gms; Chillies powder-7 gms; Coriander powder-7 gms,0.28911822079703897,0.01381289640591966,0.20145967023172906,0.012664669955367632,0.29231643268142204
Spinach masala,2,"North,East,West",Dry Curry,Veg,mushroom ,1 small bowl,539,201,8.0,21.0,7.0,12.0,0.4167,Spinach-250 gms; Tomato-120 gms; Onion-100 gms; Cumin seeds-4 gms; Turmeric powder-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Garlic-2.5 gms; Chillies-7 gms; Coriander Powder-7 gms; Ginger-2.5 gms,0.3005495577377544,0.02946370683579986,0.21926648841354723,0.027911205073995773,0.2918495611083073
Mushroom saute,0,Continental,"Lunch,Dinner",Veg,mushroom ,1 small bowl,380,160,6.0,15.0,6.0,5.0,0.6127,MUSHROOM-100 gms; Tomato-120 gms; Onion-50 gms; Cumin powder-0.25 gms; TURMERIC-4 gms; Common salt-7 gms; Cooking oil-15 gms; Coriander leaves-15 gms; Garlic-2.5 gms; Coriander Powder-7 gms; Chillies-7 gms; Ginger-0.25 gms,0.29396475279609824,0.016396875734085038,0.2064024806892454,0.01518404980032887,0.29347191498019415
Stuffed Mushroom,0,Continental,"Lunch,Dinner",Veg,mushroom ,2 number,185,43,3.0,6.0,0.0,1.0,0.1578,MUSHROOM-2 large; Spinach-60 gms; Onion-30 gms; Capsicum-75 gms; carrot-1 gms;Garlic-5 gms; Common salt-0.5 gms; Black pepper-0.5 gms;Parsley-4 gms,0.3015046773158082,0.00582440685929058,0.2050088383838384,0.005121094667606296,0.29839698089424266
Methi Mushroom Vegetable,2,"North,East,West,South",Dry Curry,Veg,mushroom ,1 medium katori,357,244,11.0,22.0,8.0,17.0,0.4995,Fenugreek leaves-100 gms; MUSHROOM-100 gms; Onion-100 gms; Cumin seeds-7 gms; Turmeric powder-7 gms; Chillies-4 gms; Coriander seeds-7 gms;  Chillies-2 gms; Mustard oil-15 gms; Common salt-15 gms,0.30581240498820306,0.03987467700258398,0.22974918300653596,0.03729586563307494,0.2917171302378441
Dry Matar Mushroom Vegetable,2,"North,East,West,South",Dry Curry,Veg,mushroom ,1 medium katori,459,315,17.0,40.0,6.0,13.0,1.0163,Peas-62 gms; MUSHROOM-150 gms; TOMATO-150 gms; Cumin seeds-15 gms; Turmeric powder-15 gms; Coriander seeds-15 gms; Red chilli Powder-15 gms; Common salt-7 gms; Olive oil-15 gms; CORIANDER LEAVES-15 gms,0.3049669458689375,0.04435294808550623,0.2322913695781343,0.04075510923185342,0.2880318566814282
Kala Channa Tikki,6,North ,Appetizer,Veg,legume ,3 number,601,160,5.0,19.0,6.0,7.0,0.506,Chickpeas-150 gms; POTATO-250 gms;Onion-125 gms; Chillies-15 gms; Ginger-15 gms; Cumin seeds-1 gms; Coriander Powder-15 gms; Garam Masala-15 gms; Olive oil-15 gms,0.2951225810789265,0.018858938219403334,0.20878379382055853,0.018268146582100072,0.2916537331620123
Salami Sandwich (Chicken),0,Continental,Lunch ,Non-veg,gluten ,2 number,784,137,13.0,10.0,5.0,1.0,2.2545,Chicken Salami-300 gms; Tomato-120 gms; Cucumber-200 gms; Lettuce Leaf-10 gms;Black Pepper-4 gms;Bread-150 gms,0.3010031619669087,0.0175086915668311,0.2085649881164587,0.01342741367159972,0.30850357586489274
Chicken Sandwich,0,Continental,Lunch,Non-veg,gluten ,1 number,389,277,16.0,44.0,3.0,5.0,1.2543,Bread-50 gms; Chicken-150 gms; Garlic-4 gms; Common salt-15 gms; Black pepper-15 gms;Lettuce Leaf-20 gms; Tomato-120 gms; Yoghurt-15 gms,0.3003992786626033,0.032926121681935636,0.22172333630421864,0.029950317124735733,0.28803882767577116
Stuffed Oats Bran wheat Roti,1,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,176,134,4.0,12.0,5.0,3.0,0.158,Wheat-15 gms;  Cauliflower-62 gms; Spinach-62 gms; Ginger-7 gms; Chillies-7 gms; Cumin seeds-4 gms; CORIANDER-4 gms; Mustard oil-15 gms,0.29222536618048744,0.010855884425651868,0.2022190285204991,0.010176532769556025,0.2926323277263938
Wheat Porridge,9,Continental,Breakfast,Veg,gluten ,1 medium katori,289,290,9.0,57.0,2.0,9.0,0.4225,Wheat-62 gms; Milk-125 gms; Cardamom-4 gms; ALMOND-4 gms; Dates-8 gms; Raisins-6 gms; Apple-80 gms,0.2963873988866298,0.03336469344608879,0.2225020053475936,0.03377413671599719,0.27170728440427555
Chicken Shawarma (With Pita bread and Curd),0,Continental,"Lunch,Dinner",Non-veg,Gluten ,2 number,500,535,56.0,5.0,31.0,3.0,2.07,Chicken-300 gms; Lemon-15 gms; Cinnamon-15 gms; Common salt-15 gms; Onion-125 gms; Olive oil-15 gms; Cumin seeds-15 gms,0.2968227673940539,0.06622656800563778,0.2207110071301248,0.04618592905802209,0.35959718362946247
Open Sandwich,9,Continental,Breakfast,Veg,gluten ,2 medium,529,197,5.0,23.0,11.0,4.0,0.6546,Bread-50 gms; Onion-75 gms; Capsicum-75 gms; Cucumber-75 gms; Cherry Tomato-100 gms; Chaat Masala-15 gms; Common salt-15 gms; BUTTER-24 gms; Sweet Corn-100 gms,0.28292564780822627,0.015467465351186281,0.19622251931075463,0.015135071646699555,0.2929338862284549
Bread poha,9,West,"Breakfast,Snacks",Veg,gluten ,1 small bowl,496,97,2.0,5.0,6.0,4.0,0.5236,Bread-25 gms; Onion-125 gms; Tomato-120 gms; Peas-15 gms; Capsicum-75 gms; Mustard seeds-7 gms; Cumin seeds-7 gms; Turmeric powder-4 gms; Chillies-4 gms; Common salt-4 gms; Sunflower oil-15 gms; Coriander leaves-15 gms; Lemon-80 gms,0.2928286422913541,0.008706365985435753,0.20030273321449793,0.008302090674183698,0.29653934043535235
CHICKEN BREAD ROLL,11,Continental,Snacks,Non-veg,gluten ,6 slice,667,140,14.0,15.0,3.0,1.0,2.4058,Capsicum-250 gms; Common salt-15 gms; Bread-50 gms; Chicken-258 gms; Garlic powder-15 gms; Ginger-4 gms; Chillies-15 gms; Coriander Powder-15 gms; Cumin seeds-15 gms; Garam Masala-15 gms; Olive oil-15 gms,0.3042355774800084,0.019568592905802207,0.21259707367795602,0.015446676062955134,0.30688819298734893
Whole wheat bread,0,Continental,Breakfast,Veg,gluten ,1 small,147,546,15.0,84.0,17.0,2.0,0.0907,Wheat-125 gms;Common salt-7 gms; Olive oil-15 gms,0.2579641361589609,0.035420483908856,0.1948358585858586,0.03539229504345784,0.2626580702977198
Bruschetta,0,Continental,Appetizer,Veg,gluten ,1 slice,249,107,3.0,10.0,7.0,3.0,0.2922,TOMATO-90 gms;Garlic-5 gms; Common salt-7 gms; Black pepper-7 gms;Bread-25 gms; Basil-100 gms; Cooking oil-15 gms,0.2909625035679373,0.009377378435517971,0.19818694295900177,0.008932464176650223,0.29818681640503686
Veg Sandwich,11,Continental,"Breakfast,Snacks",Veg,gluten ,1 medium,365,138,4.0,25.0,1.0,4.0,0.2,Bread-50 gms; Capsicum-30 gms; Zucchini-30 gms; Cucumber-200 gms; Common salt-15 gms; Lettuce Leaf-10 gms; Carrot-30 gms,0.2975241498473893,0.014764153159501997,0.20983749257278672,0.014924594785059904,0.28609345715170076
Suji Veggie Pocket,6,Continental,Appetizer,Veg,gluten ,1 medium,190,221,7.0,33.0,5.0,6.0,0.161,Semolina-30 gms; Yoghurt-60 ml; Cumin seeds-4 gms; Sunflower oil-7 gms; carrot-20 gms; Beans-20 gms; Peas-20 gms; Onion-50 gms; Ginger-7 gms; Chillies-7 gms; Common salt-0.25 gms,0.2925497520675102,0.02236504580690627,0.21070008912655971,0.021951374207188158,0.2838076146519546
Wheat Roti,1,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,45,96,3.0,19.0,0.0,3.0,0.0315,Atta-30 gms; Common salt-15 gms; ,0.2995858035493167,0.011121564482029597,0.20848106060606061,0.011258045571999062,0.2896981222501485
Chicken Wheat Wrap,0,Continental,"Lunch,Dinner",Non-veg,gluten ,1 medium,317,239,17.0,14.0,11.0,8.0,0.6686,Chicken-60 gms; Sunflower oil-15 gms; Turmeric powder-7 gms; Chillies-4 gms; Onion-62 gms; Cabbage-62 gms; Capsicum-62 gms; CORIANDER LEAVES-15 gms; Cumin seeds-15 gms; Green Chutney-15 gms,0.29961276861610275,0.0323697439511393,0.21625787284610815,0.027092318534179004,0.307858632894713
Oats Wrap,0,Continental,"Lunch,Dinner",Veg,gluten ,2 small,435,202,9.0,34.0,4.0,6.0,0.2495,Common salt-15 gms; Oats-150 gms; Black pepper-15 gms; Baking Soda-5 gms; Spinach-250 gms,0.29775737716903716,0.024740662438336856,0.21435249554367203,0.023664317594550153,0.2890918488122276
Bread Roll,11,Continental,Snacks,Veg,gluten ,2 number,619,85,1.0,3.0,8.0,2.0,0.5405,Potato-450 gms;Bread-50 gms;  Chillies-20 gms;Garlic-15 gms; Coriander leaves-15 gms; Black pepper-15 gms; Onion; Sunflower oil-15 gms; Red chilli Powder-15 gms; Ginger powder-24 gms; ,0.28790425356040494,0.004450082217524078,0.19279842543077838,0.004280244303500117,0.29963188798830837
Avocado Toast,9,Continental,Breakfast,Veg,gluten ,2 slice,525,215,4.0,21.0,15.0,9.0,0.5765,Common salt-15 gms; Bread-25 gms; Tomato-150 gms; Avocado-150 gms;Onion-125 gms; Lemon-15 gms; Black Pepper-15 gms; Olive oil-15 gms;Parsley-15 gms,0.2818403800430933,0.02093340380549683,0.19792981283422462,0.020835447498238197,0.29404372800062506
POORI,1,"North,South,East,West","Breakfast,Lunch,Dinner",Veg,gluten ,1 number,279,265,25.0,154.0,29.0,27.0,0.3379,Atta-250 gms; Common salt-4 gms; Sunflower oil-25 gms,0.3108982410902994,0.09461768851303735,0.23150066844919787,0.09547509983556496,0.3446073110576042
Suji Idli,14,South,"Breakfast,Lunch,Dinner",Veg,gluten ,2 medium,530,496,17.0,86.0,9.0,12.0,0.3115,Semolina-250 gms; CURD-250 gms; Cooking Oil-15 gms; Common salt-15 gms,0.2855891331034363,0.05187878787878787,0.22614349376114082,0.05125252525252526,0.2627361984706872
Missi Roti,1,"North,East,West","Lunch,Dinner",Veg,gluten ,3 medium,745,348,13.0,52.0,9.0,11.0,0.796,Coriander leaves-15 gms; Atta-250 gms; Besan-250 gms;Onion-125 gms; Turmeric powder-15 gms; Red chilli Powder-15 gms; Coriander Powder-15 gms; Cumin seeds-15 gms; Ajwain-15 gms; Common salt-15 gms;  Olive oil-15 gms,0.2914285224548054,0.03953711533944092,0.22004374628639334,0.03816901573878319,0.27975462363807185
Aloo Toast,11,"North,East,West",Snacks,Veg,gluten ,4 medium,484,172,4.0,35.0,2.0,2.0,0.4271,Chillies-15 gms; Common salt-15 gms; Cumin seeds-15 gms; Bread-4 gms; POTATO-250 gms;Onion-125 gms; Turmeric powder-15 gms; Red chilli Powder-15 gms; Chat Masala-15 gms; Olive oil-15 gms,0.2912004531729179,0.01392435987784825,0.20489468211527037,0.0147307963354475,0.28198364550210436
Wheat bran roti Roll,0,"North,East,West","Breakfast,Lunch,Dinner",Veg,gluten ,1 medium,100,147,3.0,19.0,5.0,3.0,0.1105,Atta-30 gms; Mustard oil-15 gms; Lettuce Leaf-10 gms; Cucumber-15 gms; Capsicum-15 gms; carrot-15 gms; ,0.2898857977532958,0.011121564482029597,0.20112811942959002,0.011258045571999062,0.28868046359928323
Wheat Palak Wrap,0,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,480,1072,34.0,198.0,13.0,35.0,0.4589,"SPINACH-125 gms; Onion-15 gms; Capsicum-15 gms; Mushroom-15 gms; Zucchini-15 gms; Capsicum, red-15 gms; Cooking oil-7 gms; Cumin seeds-4 gms; Common salt-4 gms; ; Atta-250 gms; Garam Masala-15 gms",0.28349585130961574,0.124074113225276,0.2787371509209745,0.12450117453605827,0.20498910309457308
Stuffed Jau Roti (Spinach),1,"North,West","Lunch,Dinner",Veg,gluten ,1 medium,615,254,5.0,20.0,17.0,6.0,0.6015,Spinach-250 gms; Chillies-15 gms; Common salt-15 gms; dalia-150 gms; Onion-125 gms; Turmeric powder-15 gms; Cumin seeds-15 gms; Coriander Powder-15 gms; Olive oil-15 gms,0.27406086816615294,0.01766384778012685,0.19087121212121214,0.01713765562602772,0.29240203936260895
Oats Stuffed Roti (Fenugreek),1,"North,East,West","Lunch,Dinner",Veg,gluten ,4 medium,600,185,7.0,34.0,2.0,7.0,0.619,Cumin seeds-15 gms; Common salt-15 gms; Atta-250 gms; ; Oats-150 gms; Fenugreek Leaves-125 gms ; Coriander Powder-15 gms; TURMERIC-15 gms; Red chilli Powder-15 gms,0.30002818272552423,0.023947733145407567,0.21684796494355318,0.02359866102889359,0.28530450864772106
Oats Cheela,1,"North,West,East","Lunch,Dinner",Veg,gluten ,1 medium,240,454,18.0,69.0,12.0,12.0,0.237,Onion-15 gms; TOMATO-15 gms; Capsicum-15 gms; Common salt-15 gms; Coriander leaves-15 gms; Cooking oil-15 gms;  Oats-150 gms,0.28699975442271364,0.04967512332628611,0.22282263814616757,0.047587033121916845,0.275859580146675
Stuffed Wheat Bran Roti,1,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,148,264,7.0,44.0,6.0,7.0,0.168,Onion-60 gms; Ginger-7 gms; Turmeric powder-4 gms; Cooking oil-15 gms; Atta-62 gms,0.289133306388666,0.025885717641531594,0.21096561200237673,0.026182640357058962,0.27822063832694593
Vermicelli,0,South,Breakfast,Veg,gluten ,1 medium,394,710,24.0,117.0,14.0,27.0,0.4979,Cooking oil-30 gms; vermicelli-125 gms; Common salt-7 gms; Chillies-1 gms; Curry leaves-5 gms; Ginger-10 gms; Onion-1 gms; TURMERIC-7 gms; carrot-62 gms; Capsicum-62 gms; Peas-62 gms; Lemon-7 gms; CORIANDER-15 gms; ,0.2896508381002735,0.08635623678646935,0.2524685828877006,0.08518710359408035,0.24769271898129575
Dal Wali Roti,1,"North,East,West","Lunch,Dinner",Veg,gluten ,1 medium,111,263,13.0,42.0,2.0,12.0,0.0962,Atta-30 gms; Gram dal-30 gms; Ginger-7 gms; Cumin seeds-7 gms; Onion-15 gms; Common salt-7 gms; CORIANDER-15 gms; ,0.3073398883239905,0.03898801973220578,0.23207397504456329,0.036973925299506695,0.2834115057032394
Ragi Roti (20% Ragi & 80% wheat),1,"South,East,West","Lunch,Dinner",Veg,gluten ,1 medium,76,255,4.0,23.0,16.0,2.0,0.1515,Wheat-25 gms; Ragi flour-6 gms; Common salt-15 gms; Cumin seeds-15 gms; Olive oil-15 gms,0.2689479062545955,0.011598778482499413,0.18430644682115271,0.011630021141649051,0.28894913990075377
Ragi Roti (50% Ragi & 50% Normal Atta),1,"South,East,West","Lunch,Dinner",Veg,gluten ,1 medium,186,597,13.0,95.0,17.0,10.0,0.15575,Wheat-150 gms; Ragi flour-150 gms;Onion-125 gms; Coriander leaves-15 gms; Cumin seeds-1 gms;Olive oil-15 gms,0.26095560392206063,0.04648155978388536,0.2065429292929293,0.0478912379610054,0.2506511068340203
Soya Flour Roti (20% soya flour + 80% wheat),1,"North,East,West","Breakfast,Lunch,Dinner",Veg,gluten ,1 medium,515,346,16.0,57.0,5.0,11.0,0.414,Atta-250 gms; Soya flour-250 gms; Common salt-15 gms,0.2998225983872487,0.04377883486023021,0.2291988265002971,0.041642823584684054,0.2796550749681991
Soya wheat Roti (50% soya atta & 50% wheat atta),1,"North,East,West","Breakfast,Lunch,Dinner",Veg,gluten ,1 medium,161,475,29.0,59.0,14.0,14.0,0.14715,Atta-60 gms; Soya flour-75 gms; Common salt-4 gms; Turmeric powder-7 gms; Ajwain-15 gms; ,0.29950106883734706,0.06251491660793987,0.23535368389780156,0.055780831571529244,0.2953540390413014
Bran Roti (25% wheat bran & 75 % normal atta),1,"North,East,West","Breakfast,Lunch,Dinner",Veg,gluten ,10 medium,532,159,6.0,33.0,1.0,2.0,0.1507,Wheat-375 gms; Common salt-7 gms; Atta-150 gms,0.2959156900493074,0.015718581160441628,0.20854708853238266,0.01566854592435988,0.28628310321210265
